id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
7323,"Milk, glass",,56,59,1900,1951,0.05,10.0
7324,Salt Codfish in cream,,28,28,1899,1944,0.0,25.0
7325,"Cream, glass",,29,31,1900,1939,0.1,0.35
7329,Yarmouth Bloater,,22,22,1896,1933,0.0,0.6
7335,Panfish,,63,65,1881,1940,0.2,0.6
7342,Red currant jelly,,62,65,1892,1969,0.0,0.35
7344,Chicken Pot Pie,,43,43,1889,1962,0.2,2.0
7345,Frizzled Beef with cream,,41,41,1897,1940,0.25,0.5
7349,Cream of lettuce,,18,18,1900,1933,0.1,0.5
7359,Indian cakes,,44,44,1889,1913,0.1,20.0
7362,Bananas and cream,,56,61,1892,1947,0.0,10.0
7363,Raspberry jam,,150,153,1887,1970,0.0,15.0
7364,Pig's Knuckle and Sauerkraut,,11,11,1901,1961,0.35,35.0
7365,"G. H. Mumm, Extra Dry",,41,41,1900,1917,0.25,7.0
7390,Perrier Jouet,,38,40,1885,2012,1.0,5.0
7392,Pol Roger,,14,14,1906,1968,2.0,450.0
7397,Cream of Rice,,10,10,1900,1958,0.1,2.0
7410,Glass cream,,21,22,1887,1941,0.1,0.2
7411,French vanilla ice cream,,133,150,1897,1984,0.0,20.0
7412,Ham or Bacon,,11,11,1900,1948,0.15,0.7
7413,Glass milk,,28,28,1894,1946,0.05,5.0
7415,Gooseberry Tart,,9,10,1887,1915,0.0,0.15
7419,"Sauterne, Barton & Guestier",,23,24,1891,1941,0.0,2.0
7420,Neopolitan ice cream,,25,25,1887,1975,0.1,0.45
7423,Hygeia Ginger Ale,,12,12,1899,1906,0.1,0.2
7428,"Coffee, large pot",,35,35,1894,1917,0.15,25.0
7430,"Coffee, small pot",,23,23,1894,1917,0.1,15.0
7432,Fried Little Neck Clams,,13,14,1900,1938,0.2,0.95
7434,German apple cake,,23,23,1892,1933,0.05,0.3
7435,Fried Soft Clams,,17,17,1898,1941,0.1,0.9
7436,"Tea, large pot",,23,23,1898,1917,0.25,25.0
7437,Soft Shell Crabs on Toast,,30,32,1900,1958,0.2,25.0
7438,"Tea, small pot",,23,23,1900,1917,0.1,15.0
7439,Broiled Oysters on Toast,,30,30,1898,1969,0.2,2.5
7442,Bread Pudding,,127,131,1889,1987,0.05,5.0
7443,Cabinet,,19,19,1865,1914,0.05,4.0
7447,Cottage,,53,70,1900,1969,0.05,30.0
7452,Apple Fritters,,134,135,1854,1945,0.0,10.0
7454,Swiss meringue,,41,41,1880,1913,0.15,0.3
7470,Butter Cakes,,93,100,1889,1940,0.05,5.0
7474,"Coffee, Tea or Milk",,20,25,1900,1976,0.05,5.0
7476,cole slaw,,186,199,1880,1987,0.0,1.5
7477,Chocolate or Cocoa,,39,39,1900,1985,0.0,0.55
7481,"Bass Ale, White Label",,80,81,1898,1928,0.15,40.0
7487,cherry sherbet,,10,10,1897,1969,0.25,0.25
7492,Cresta Blanca Sauterne,,15,17,1907,1961,0.4,3.25
7512,Sweet Pickled Peaches,,10,10,1900,1915,0.25,25.0
7516,OMELETTE,,56,57,1899,1987,0.0,28.0
7517,"Moet & Chandon, Brut Imperial",,75,78,1899,1976,0.0,20.0
7518,CREAMED,,13,13,1933,1972,0.5,1.25
7521,Belfast Ginger Ale,,63,63,1880,1907,0.0,0.4
7530,lemon jelly,,50,51,1882,1933,0.2,0.35
7533,Wine Cake,,35,35,1889,1908,0.05,10.0
7537,German Potatoes,,19,20,1889,1921,0.05,0.2
7541,Hash Brown Potatoes,,50,52,1900,1987,0.05,0.75
7547,bisque ice cream,,22,22,1892,1921,0.1,0.15
7549,Layer Cake,,124,141,1900,1982,0.05,1.95
7552,Jelly Cake,,36,36,1854,1954,0.05,0.5
7571,Chicken Liver Omelet,,19,20,1900,1958,0.0,4.0
7572,Wheat Cakes with Maple Syrup,,95,98,1899,1961,0.05,10.0
7598,Coffee or Tea,,36,61,1900,1985,0.1,1.25
7599,Bisque Glace,,17,17,1893,1962,0.1,10.0
7614,Turkey Sandwich,,107,107,1884,1987,0.1,30.0
7615,Red Raven Splits,,60,60,1900,1919,0.15,0.25
7616,Fried Oyster Sandwich,,17,17,1906,1980,0.05,2.75
7617,Hunyadi Water,,42,42,1881,1914,0.1,1.25
7620,Hathorn,,58,58,1881,1918,0.25,25.0
7621,Steamed Oysters,,59,61,1887,1980,0.25,35.0
7622,Congress,,27,27,1881,1907,0.2,0.25
7623,Panned Oysters,,15,15,1899,1969,0.4,2.5
7624,Coffee with Pure Cream,,11,11,1900,1985,0.05,0.1
7627,Broiled Shad Roe with Bacon,,14,14,1900,1950,0.0,3.25
7631,Lobster Patty,,10,13,1900,1943,0.2,1.25
7638,Wheat Cakes with Pure Maple Syrup,,11,11,1900,1914,0.1,0.75
7640,Amontillado Sherry,,125,125,1882,1967,0.1,250.0
7644,Fried Scallops and Bacon,,38,40,1900,1937,0.25,60.0
7645,Pemartin Sherry,,13,13,1898,1918,0.2,3.0
7653,Roast Potatoes,,137,145,1899,1989,0.0,0.2
7656,Ham and Egg Sandwich,,131,132,1900,1987,0.0,7.5
7659,Potatoe Salad,,18,18,1893,1959,0.1,0.2
7660,Jumbo Squab,,73,73,1906,1940,0.75,125.0
7666,BOILED OR MASHED POTATOES,,17,19,1898,1945,0.0,15.0
7667,Steamed Soft Clams,,28,29,1900,1959,0.2,1.5
7692,Cross & Blackwell's Chow Chow,,14,14,1906,1919,0.05,0.5
7696,Fried Bluefish,,32,35,1900,1915,0.15,0.3
7697,Fried Codfish Steak,,8,12,1900,1944,0.15,0.75
7714,Long Island brook trout,,16,16,1889,1937,0.5,75.0
7716,"Kummel, Gilka",,15,15,1896,1947,0.15,1.0
7718,Shad,,61,61,1892,1920,0.2,55.0
7722,"Fried scallops, tomato sauce",,10,10,1900,1910,0.35,0.6
7723,Cream Puffs,,79,81,1851,1967,0.05,15.0
7726,Saddle of Lamb,,18,18,1880,1940,3.0,8.0
7728,Veal Cutlet with Tomato Sauce,,13,13,1900,1916,0.3,0.55
7733,Chicken halibut steak,,10,10,1900,1901,0.3,0.6
7735,"Eels, fried",,28,28,1889,1913,0.15,40.0
7742,"Eggs, poached, on toast",,23,23,1892,1917,0.25,0.45
7745,Sweetbreads with Mushrooms,,18,18,1881,1907,0.5,2.0
7746,Broiled Philadelphia Squab on Toast,,20,20,1895,1907,0.35,60.0
7750,Half Broiled Spring Chicken on Toast,,31,33,1900,1949,0.4,65.0
7754,"Eggs, scrambled with ham",,24,24,1889,1906,0.25,0.5
7757,Fried Spring Chicken a la Maryland,,17,17,1898,1946,0.0,2.0
7761,Chicken Saute a la Marengo,,29,29,1887,1905,0.4,2.0
7767,"Asparagus, Hollandaise",,61,61,1896,1958,0.0,1.25
7768,Savoy Cabbage,,16,16,1900,1937,0.05,0.15
7770,Calf's Head a la Vinaigrette,,45,46,1882,1947,0.25,60.0
7772,Small steak a la Bearnaise,,11,11,1900,1905,0.8,1.0
7773,Small steak a la Bordelaise,,10,10,1892,1905,0.75,1.0
7775,Sirloin Steak with bacon,,41,41,1900,1913,0.3,100.0
7780,Codfish and Cream,,21,21,1894,1901,0.15,0.3
7782,Scotch Ale,,58,58,1856,1949,0.1,0.75
7785,Extra sirloin steak with mushrooms,,80,83,1887,1918,0.8,125.0
7788,Guinness' Dublin Stout,,22,22,1865,1920,0.25,30.0
7789,Jelly,,133,133,1865,1969,0.0,0.2
7790,Tenderloin steak with truffles,,63,63,1884,1913,1.0,2.5
7791,"Bass' Ale, Dog's Head",,18,18,1900,1914,0.15,0.3
7805,"Porterhouse steak, mushrooms",,10,11,1900,1914,0.45,3.0
7806,Omelette with Ham,,125,129,1881,1961,0.0,45.0
7810,Omelette with Peas,,15,15,1900,1914,0.3,0.6
7811,Sweetbreads with French peas,,29,29,1892,1914,0.7,1.4
7815,Omelette au Rum,,16,16,1892,1916,0.2,0.5
7820,Potato Pancake,,10,10,1901,1963,0.15,4.25
7833,Fried Trout,,11,12,1900,1961,0.65,0.8
7835,Consomme Bellevue,,90,90,1901,1965,0.25,50.0
7842,Liver and Onions,,25,26,1900,1914,0.1,20.0
7844,"Crab Flakes, Newburg",,12,12,1906,1918,0.75,1.25
7845,Carbonic,,16,16,1892,1916,0.05,0.5
7863,Canape,,15,15,1900,1967,0.0,2.25
7874,Pommery Sec.,,12,12,1893,1914,1.75,4.75
7876,Perrier Jouet Reserve Dry,,18,18,1899,1901,1.75,3.5
7880,Veuve Clicquot Yellow Label,,25,26,1897,1914,1.75,15.0
7883,Scotch Mutton Broth,,22,24,1895,1946,0.2,0.45
7884,"Premier Brand, Special Dry",,10,10,1900,1901,1.0,2.0
7886,Cream of New Asparagus,,10,10,1900,1921,0.1,0.25
7887,Corned Beef and New Cabbage,,11,11,1884,1913,0.15,0.4
7890,Champagne Vermouth Cocktail,,10,10,1901,1901,1.5,1.5
7896,Ruinart Vin Brut,,46,46,1890,1912,1.0,4.0
7916,Fried Shad,,9,10,1900,1940,0.2,0.8
7918,"Cream, small pitcher",,16,16,1900,1915,0.05,5.0
7920,Fried Sea Bass,,16,17,1900,1945,0.15,0.8
7922,Butter Toast,,84,84,1880,1969,0.05,10.0
7923,Fried Weakfish,,19,19,1900,1921,0.15,0.45
7925,Broiled Weakfish,,14,14,1900,1907,0.15,0.4
7929,Fried Halibut Steak,,15,19,1901,1948,0.25,1.2
7931,Soda Crackers,,30,31,1880,1965,0.05,0.3
7932,Broiled Halibut Steak,,30,32,1892,1963,0.25,3.0
7943,Cauliflower a la creme,,18,18,1861,1907,0.1,40.0
7944,Fish Cakes with Tomato Sauce,,19,19,1900,1917,0.1,15.0
7951,Senf Gurken,,12,12,1900,1914,0.1,10.0
7953,Imported Salami,,17,19,1900,1969,0.25,2.7
7962,Moselblumchen,,29,31,1892,1981,0.0,16.0
7971,Zinfandel (St. Julien),,11,11,1900,1901,0.4,0.75
7974,"Special Zinfandel, (Pontet Canet)",,11,11,1900,1901,0.6,1.0
7977,Pony Premier Claret,,15,15,1900,1901,0.15,0.15
7982,Pony Premier Sauterne,,16,16,1900,1901,0.15,0.15
7983,"Hock, (Hochheimer)",,13,13,1900,1901,0.4,0.75
7986,"Sauterne, (Yquem Mellow)",,12,12,1900,1901,0.75,1.25
7989,Mixed Nuts and Raisins,,37,37,1894,1950,0.15,1.0
7992,Strawberries and Ice Cream,,29,30,1891,1914,0.0,0.5
7993,Catawba Dry,,17,17,1900,1901,0.35,1.0
7996,Broiled Lamb Kidneys on toast,,13,13,1900,1905,0.25,0.4
7997,Souffle,,11,11,1900,1972,0.25,0.75
7999,Boiled Eggs (3),,16,16,1895,1919,0.2,0.4
8006,"Salt Mackerel, Boiled",,49,51,1899,1941,0.15,0.75
8008,"Sweet Potatoes, Southern Style",,88,90,1899,1937,0.0,0.5
8023,Potato Saute,,16,16,1891,1950,0.1,0.4
8028,Apple Dumplings,,13,13,1880,1905,0.05,0.1
8037,Goose Liver Pate,,11,11,1901,1907,0.0,1.0
8038,Hominy and Cream,,32,33,1894,1914,0.15,15.0
8051,"Sirloin Steak, Mushrooms",,15,15,1900,1907,0.35,1.25
8057,Pettijohn's Breakfast Food,,11,11,1894,1907,0.15,15.0
8068,Chocolate per pot,,17,17,1900,1924,0.15,0.3
8069,Milk per glass,,19,19,1900,1970,0.0,0.5
8076,"Clam broth, per cup",,49,49,1892,1918,0.15,0.25
8090,Petit Gervais,,11,11,1899,1920,0.1,0.3
8096,Minced Chicken on Toast,,28,29,1895,1937,0.0,0.65
8101,Veal Steak,,28,28,1865,1976,0.0,2.9
8116,Plum Pudding,,86,87,1865,1947,0.05,60.0
8117,Canape d'anchois,,24,24,1880,1907,0.25,45.0
8122,Fried scallops with bacon,,51,52,1892,1960,0.2,60.0
8124,"Terrapin, Maryland style",,21,21,1894,1913,1.25,250.0
8130,"Codfish Cakes, Tomato Sauce",,16,16,1900,1955,0.15,0.35
8145,california claret,,14,14,1896,1943,0.15,3.0
8159,Pommes croquettes,,34,34,1883,1978,0.0,0.3
8162,Quail,,92,102,1865,1958,0.5,75.0
8163,Napa Soda,,47,49,1891,1928,0.15,0.4
8165,Salmon,,121,123,1865,1973,0.0,60.0
8166,"Barsac, Barton & Guestier",,11,12,1900,1917,0.75,2.5
8175,Vichy Celestine,,10,10,1907,1967,0.0,0.5
8189,"Roderick Dhu, Scotch Whiskey",,14,14,1900,1901,0.25,0.25
8190,Westphalían Ham,,176,180,1892,1969,0.0,60.0
8192,Buckwheat Cakes with Vermont Maple Syrup,,18,18,1899,1900,0.1,10.0
8198,Dreadnought Scotch Whiskey,,15,15,1900,1914,0.15,2.0
8203,Dunville's Old Irish Whiskey,,15,15,1900,1901,0.2,0.2
8207,Bone sirloin,,25,25,1900,1906,0.25,0.6
8208,Wilson Rye Whiskey,,26,28,1900,1949,0.15,2.5
8213,Paul Jones' Rye Whiskey,,16,16,1900,1901,0.2,0.2
8214,small sirloin with bacon,,15,15,1900,1906,0.45,0.9
8222,sirloin steak tomato sauce,,21,21,1884,1901,0.3,50.0
8228,Old Crow Bourbon Whiskey,,20,20,1900,1955,0.15,0.85
8230,Burnett's Old Tom Gin,,16,16,1900,1917,0.15,2.5
8231,Knickerbocker,,12,12,1906,1961,0.05,90.0
8236,Coates & Co's Plymouth Gin,,10,10,1901,1901,0.2,0.2
8246,Apple and Honey,,17,17,1900,1901,0.15,1.0
8250,Graham's Oporto Port,,16,16,1900,1901,0.2,0.25
8252,Coupe aux Marrons,,49,50,1906,1993,0.0,60.0
8253,Spring chicken,,137,137,1858,1963,0.0,3.25
8254,"Chartreuse, Green or Yellow",,30,30,1892,1949,0.15,0.9
8256,Guinness Stout,,66,70,1883,1980,0.0,5.0
8258,iced tea or coffee,,29,32,1900,1984,0.05,2.0
8259,"Creme De Menthe, Marie Brizard",,16,16,1900,1901,0.25,0.25
8265,demi-tasse coffee,,11,11,1900,1941,0.1,0.2
8266,canned egg plums,,12,12,1889,1901,0.2,0.3
8272,"Maraschino, Marie Brizard",,14,14,1900,1901,0.25,0.25
8278,Kummel (Eckau),,13,13,1900,1901,0.25,0.25
8279,Lemon,,39,41,1896,1969,0.05,25.0
8281,"Eggs, Poached on toast",,81,81,1892,1973,0.15,25.0
8284,Turkish,,20,20,1907,1954,0.2,20.0
8285,"Eggs, Scrambled, plain",,20,20,1900,1928,0.2,0.4
8286,Benedictine Bijou,,15,15,1899,1901,0.25,0.25
8288,Whiskey Club Cocktails,,11,11,1900,1901,0.2,0.25
8290,Pot of Coffee with Cream,,36,37,1892,1955,0.1,35.0
8295,Manhattan Club Cocktails,,10,10,1900,1901,0.2,0.2
8296,Martini Club Cocktails,,10,10,1900,1901,0.2,0.2
8299,Tom Gin Club Cocktails,,10,10,1900,1901,0.2,0.2
8300,York Club Cocktails,,11,11,1900,1901,0.2,0.2
8303,"Oysters, Fried",,91,94,1856,1972,0.0,30.0
8306,Neuchatel,,25,25,1894,1962,0.0,3.5
8311,"Little Neck clams, raw",,17,18,1889,1914,0.15,0.3
8314,"Little Neck clams, steamed",,42,44,1889,1917,0.2,60.0
8316,G. H. Mumm Extra Dry,,21,21,1896,1914,1.75,5.0
8317,Champagne Cup,,36,37,1892,1975,0.5,4.75
8319,country sausages,,94,96,1889,1987,0.15,30.0
8324,"Bass's Ale, Dog's Head",,38,38,1896,1933,0.1,0.6
8326,Oberingelheimer,,19,19,1900,1914,0.65,2.0
8327,Pommery & Greno,,40,40,1882,1968,1.75,25.0
8329,broiled spring turkey,,30,30,1895,1912,1.0,3.5
8330,Frank Jones Portsmouth Nourishing Stout,,11,11,1901,1901,0.25,0.25
8331,Assmannshaeuser,,16,16,1900,1914,0.75,2.5
8332,Alaska Ice Cream,,12,12,1895,1907,0.4,0.75
8341,Szegszardi,,32,33,1892,1917,0.25,12.0
8347,deerfoot sausages,,27,27,1900,1934,0.25,35.0
8349,Pabst Milwaukee Lager Beer,,20,20,1899,1901,0.2,15.0
8351,"Little Neck Clams, stewed",,26,26,1892,1907,0.2,0.5
8352,Budai,,29,29,1892,1914,0.5,3.0
8356,Beadleston & Woerz Imperial,,17,17,1899,1901,0.15,0.15
8363,"pork chops, plain",,24,24,1899,1938,0.2,40.0
8366,pig's feet,,53,54,1858,1907,0.15,40.0
8371,Carrots,,128,133,1856,1973,0.0,1.4
8372,bacon broiled,,12,12,1892,1906,0.25,30.0
8375,ham broiled,,13,13,1900,1906,0.25,30.0
8378,"tripe, broiled",,22,22,1881,1907,0.25,30.0
8379,"Filet of sole, fried",,22,22,1892,1952,0.24,1.75
8387,chicken croquettes with green peas,,16,16,1894,1907,0.2,1.0
8390,Vichy or Seltzer Siphon,,10,10,1900,1901,0.2,0.2
8393,"Hunyadi Janos Water, Glass",,15,15,1899,1901,0.15,0.15
8398,Richmond Straight Cut Cigarettes,,23,23,1898,1901,0.1,0.25
8416,Marrow squash,,43,43,1858,1906,0.1,0.3
8422,Rice croquettes,,47,47,1862,1913,0.15,0.4
8424,omelette spanish style,,10,10,1900,1906,0.4,0.5
8427,"Omelette, chicken livers",,16,16,1900,1945,0.4,50.0
8461,Meringue panachee,,83,85,1889,1917,0.2,0.5
8464,oysters broiled,,36,36,1865,1907,0.25,0.6
8473,oysters pan roast,,18,18,1892,1918,0.25,0.6
8484,Terrine de foie-gras,,18,19,1885,1913,0.75,2.0
8487,Stuffed potatoes,,10,10,1896,1933,0.35,0.4
8500,Galantine de volaille,,84,92,1895,1934,0.0,100.0
8504,Raspberry,,22,22,1900,1965,0.0,0.4
8505,roquefort cheese sandwich,,24,24,1900,1949,0.15,25.0
8513,JAMS,,31,31,1896,1965,0.1,0.35
8516,compot,,168,176,1890,1962,0.25,0.25
8533,Blackberries,,164,196,1880,1945,0.15,35.0
8536,Pickled peaches,,19,19,1898,1914,0.1,50.0
8546,Rhubarb,,42,45,1900,1940,0.05,0.4
8552,Assorted fruits,,66,66,1883,1938,0.15,40.0
8553,Stewed carrots,,27,28,1899,1950,0.15,0.4
8558,Lobster broiled,,18,18,1893,1913,0.5,1.25
8581,"Apollinaris, pints",,15,15,1900,1914,0.2,0.3
8584,Rye Bread,,189,195,1882,1987,0.0,0.15
8587,Mineral Waters,,33,33,1883,1945,0.0,0.9
8589,Parker House Rolls,,21,21,1900,1951,0.05,0.15
8600,French Pancakes,,64,64,1892,1961,0.0,2.2
8606,SWEETBREADS,,26,26,1889,1987,0.5,9.75
8608,Jardiniere,,17,17,1890,1938,0.15,25.0
8616,Stewed Kidneys with Mushrooms,,31,31,1899,1907,0.25,0.85
8618,Oatmeal with milk,,33,35,1900,1945,0.1,20.0
8644,shelled beans,,14,14,1873,1907,0.2,0.2
8646,Russian Caviar Sandwich,,11,11,1901,1915,0.15,0.5
8651,Cold Pork,,40,41,1891,1937,0.0,0.6
8654,chocolate cream pie,,41,48,1895,1987,0.1,1.5
8657,Cream Meringue,,23,23,1898,1907,0.15,3.0
8664,Sponge Drops,,20,20,1881,1907,0.15,0.15
8684,pineapple sherbet,,107,120,1888,1987,0.0,1.1
8704,Bowl of Milk,,10,10,1900,1920,0.05,0.2
8735,mutton chop,,53,53,1858,1968,0.0,2.0
8756,"Sweet potatoes, boiled",,62,64,1889,1933,0.05,15.0
8760,Broiled Calf's Liver,,15,15,1865,1943,0.25,0.4
8761,Fried Veal and Pork,,11,11,1865,1907,0.45,0.5
8762,Macaroni à l'Italienne,,57,61,1881,1961,0.15,25.0
8763,"Spinach, with egg",,10,12,1896,1918,0.15,0.45
8764,Canned asparagus,,18,18,1892,1925,0.25,50.0
8765,Canned mushrooms,,10,10,1900,1917,0.35,0.4
8768,"Omelette, with parsley",,35,35,1859,1914,0.2,0.4
8769,"Omelette, with truffles",,14,14,1882,1907,0.5,0.75
8770,"Omelette, with kidneys",,17,17,1900,1907,0.35,0.5
8772,"Omelette, Spanish",,45,45,1882,1940,0.3,50.0
8773,"Eggs, poached",,78,80,1865,1970,0.1,0.35
8776,Eggs scrambled,,29,30,1900,1918,0.2,0.3
8777,Eggs scrambled with tomatoes,,13,13,1900,1941,0.25,0.45
8793,Horses Neck,,12,13,1901,1950,0.0,0.85
8797,Remsen Cooler,,22,22,1900,1944,0.15,0.5
8801,Milk Shake,,78,78,1900,1977,0.0,40.0
8803,Sherry Cobbler,,99,100,1856,1966,0.0,20.0
8806,"Lemonade, Plain",,39,39,1892,1955,0.0,10.0
8824,Chicken vol-au-vent,,11,11,1889,1912,0.0,1.0
8834,"Calf's head, en tortue",,18,18,1884,1917,0.5,0.85
8843,Chateau Mouton Rothschild,,38,39,1900,1978,2.0,27.5
8844,Chateau LaGrange,,32,32,1881,1905,0.75,3.0
8846,Chateau Lafite,,35,36,1881,1940,0.5,6.0
8848,Chateau Latour Blanche,,77,77,1864,1941,1.2,4.75
8850,Beaujolais,,129,137,1882,1988,0.0,18.0
8855,Curacoa,,37,37,1852,1939,0.1,5.0
8860,Creme de Rose,,13,13,1900,1914,0.0,0.3
8862,Prunelle,,32,32,1897,1964,0.0,20.0
8868,"Stout, Guinness Extra",,10,10,1901,1910,0.12,0.3
8872,Erdener,,16,16,1889,1914,0.5,2.5
8878,Fried Cod,,20,20,1858,1961,0.0,0.4
8879,Lambs' Tongues,,46,46,1865,1907,0.25,0.4
8881,Citron,,13,13,1865,1955,0.0,25.0
8882,Crab Apples,,12,12,1865,1914,0.2,0.35
8883,Cranberry Jelly,,18,18,1865,1944,0.0,0.2
8892,Ginger Bread,,40,43,1865,1941,0.0,0.25
8915,Latour Blanche,,38,40,1865,1914,1.0,4.0
8917,Hermitage,,10,10,1865,1917,0.15,4.0
8922,Sparkling,,31,31,1865,1967,0.0,3.5
8977,French Flutes,,14,14,1893,1901,0.1,0.1
8981,"Fried Soft Shell Crabs, tartar sauce",,14,14,1897,1954,0.5,2.75
8984,"Consomme, Julienne",,56,58,1892,1954,0.1,0.6
8996,"Roast Ribs of Prime Beef, au Jus",,28,28,1899,1921,0.3,0.75
9009,Head Cheese,,151,152,1882,1963,0.0,60.0
9012,Chicken Hash on Toast,,41,41,1899,1949,0.0,1.25
9024,Steak Tartare,,53,64,1907,2006,0.0,23.0
9025,Pickled Lamb's Tongues,,39,39,1892,1962,0.3,0.5
9026,Potatoes Baked,,41,42,1884,1950,0.1,10.0
9030,Potatoes Delmonico,,23,27,1900,1959,0.2,0.5
9042,"Sultana Roll, claret sauce",,17,17,1884,1968,0.25,0.6
9045,Coupe St. Jacques,,128,134,1900,1985,0.0,60.0
9052,Stewed Fruits,,40,49,1865,1953,0.0,0.5
9056,Minced Potatoes,,19,19,1900,1905,0.0,0.1
9058,Fried Mush,,103,104,1856,1921,0.15,0.25
9060,Scones,,14,14,1900,1986,0.0,0.9
9063,"Consomme, Clear",,22,22,1893,1915,0.15,0.25
9066,Black Coffee,,39,39,1888,1943,0.05,10.0
9073,Apple Tart,,67,70,1892,1999,0.0,6.25
9076,Martini Cocktails,,45,45,1900,1939,0.15,0.2
9080,"Frizzled Beef, with Cream",,10,10,1900,1905,0.25,0.4
9081,POTATO CROQUETTE,,26,26,1898,1963,0.0,0.75
9087,Parisienne Potatoes,,131,131,1884,1969,0.0,1.3
9093,White Seal,,27,27,1890,1914,0.15,6.0
9106,Forster Jesuitengarten,,11,11,1900,1914,1.1,3.0
9114,"Consomme, per cup",,16,16,1892,1918,0.15,0.3
9117,Steinberger Cabinet,,31,31,1862,1914,1.75,6.0
9118,Cerealine,,17,19,1899,1910,0.15,0.2
9134,"Brandy, pony",,13,14,1899,1914,0.15,0.25
9141,omelet,,31,31,1900,1959,0.25,1.55
9144,Appolinaris,,70,73,1889,1941,0.0,0.75
9149,Neapolitain Ice Cream,,12,12,1900,1912,0.25,0.35
9150,Mixed Cakes,,38,38,1887,1915,0.05,20.0
9152,salted peanuts,,34,34,1900,1944,0.25,0.25
9159,Holsteiner Schnitzel,,19,20,1899,1958,0.0,0.65
9164,nesselrode ice cream,,37,40,1896,1962,0.25,0.4
9170,Parisian Potatoes,,50,50,1889,1958,0.15,15.0
9182,Potage St. Germain,,29,37,1886,1977,0.0,40.0
9189,Smithfield ham,,15,16,1890,1955,0.45,1.75
9201,Pate de gibier,,22,22,1864,1938,0.7,1.0
9203,Sugar-cured ham,,23,23,1882,1937,0.4,1.15
9204,Shrimps a la Newburg,,17,17,1900,1962,0.75,50.0
9205,Ox-tongue,,55,55,1900,1962,0.0,0.75
9206,"Squab, broiled",,15,15,1900,1915,0.55,1.0
9211,"Boiled turkey, celery sauce",,23,23,1897,1901,0.3,80.0
9214,Terrine de foie gras,,31,31,1884,1962,0.0,100.0
9236,Pont l'Eveque,,107,132,1892,1968,0.1,25.0
9254,"Consomme, Brunoise",,18,18,1884,1963,0.1,0.4
9271,Oysters poulette,,13,13,1893,1917,0.25,1.25
9281,Little Neck Clams Steamed,,19,19,1900,1917,0.25,0.5
9295,"Consomme, with rice",,9,11,1899,1939,0.1,0.25
9335,Pate de fois gras,,22,22,1899,1954,0.6,30.0
9343,Napolitaine,,26,26,1880,1913,0.0,0.4
9351,Omelette with bacon,,56,58,1896,1943,0.0,40.0
9354,Omelette with oysters,,42,43,1900,1933,0.3,40.0
9361,Alaska,,12,12,1896,1907,0.4,0.75
9363,Omelette Spanish,,10,10,1900,1938,0.0,0.6
9365,Broiled Quail,,17,17,1884,1906,0.6,0.85
9368,Apollinaris Lemonade,,49,49,1900,1941,0.15,25.0
9372,Stuffed lobster,,40,41,1897,1917,0.3,0.9
9376,Deviled kidneys,,15,15,1900,1906,0.35,0.6
9415,Iced Cucumbers,,46,46,1891,1917,0.2,0.2
9427,Cold Consomme in Cup,,42,42,1892,1963,0.0,0.3
9428,Baked Apple Dumplings,,11,11,1900,1901,0.05,0.15
9432,Summer Squash,,95,97,1859,1948,0.1,0.6
9449,Potatoes Lyonnaise,,192,194,1882,1985,0.0,0.75
9450,Sorbet,,109,111,1887,2002,0.0,4.0
9452,Glace,,47,47,1882,1971,0.0,1.35
9455,BAKED BLUEFISH A L'ITALIENNE,,10,10,1881,1907,0.25,0.6
9456,Gateaux,,86,86,1883,1962,0.0,0.1
9465,"Asperges nouvelles, sauce Hollandaise",,15,15,1889,1918,1.0,1.0
9467,Cream of Fresh Asparagus,,12,12,1900,1933,0.3,0.35
9483,ROCK PUNCH,,12,12,1890,1900,0.25,0.25
9491,Fraises,,85,87,1880,1959,0.0,75.0
9493,Amandes salees,,167,169,1890,1949,0.2,0.45
9507,Delbeck Brut,,12,12,1896,1955,1.75,12.5
9522,"Consommé, cup",,26,27,1900,1943,0.1,0.3
9530,Apple Butter,,29,30,1900,1955,0.1,0.25
9544,Cherry Stones,,117,151,1899,1940,0.2,35.0
9555,Pickled Lambs Tongue,,19,19,1899,1906,0.15,15.0
9561,Pigs Feet,,65,65,1891,1901,0.25,40.0
9570,BLUEBERRY PIE,,178,197,1866,1980,0.0,4.5
9581,SALTINES,,48,48,1896,1969,0.1,0.1
9589,"Pompano, Foyot sauce",,13,13,1907,1917,0.4,70.0
9592,Buffet Russe,,114,130,1891,1954,0.36,40.0
9594,"Smelts, St. Germain",,12,12,1907,1917,0.4,0.75
9598,"Codfish, Egg sauce",,16,16,1892,1917,0.35,35.0
9600,Fried Whitebait,,22,22,1896,1917,0.0,75.0
9608,"Terrapin, Philadelphia",,32,32,1897,1917,3.5,4.0
9615,"Striped Bass, Genevoise sauce",,10,10,1907,1917,0.5,0.9
9648,Cold roast mutton,,83,83,1889,1913,0.1,0.4
9661,Roast Leg of Mutton,,20,20,1857,1913,0.3,0.6
9668,"Piper Heidsieck, Sec",,44,44,1888,1938,1.4,4.5
9674,Ruinart,,18,19,1891,2012,0.0,6.0
9688,"Turkey, Giblet sauce",,83,90,1884,1914,0.6,75.0
9698,Canvasback Duck,,27,27,1890,1907,0.9,450.0
